Libcell,Min_Delay,Avg_Delay,Max_Delay
AOI211_X1P5N_A9PP84TSL_C14,0.010,0.013571428571428571,0.022
PREICG_X16R_A9PP84TL_C16,0.030,0.030000000000000016,0.030
AOI22_X1N_A9PP84TSL_C14,0.011,0.01636666666666668,0.022
BUFH_X6N_A9PP84TR_C14,0.010,0.01,0.010
INV_X12R_A9PP84TR_C14,0.005,0.006500000000000001,0.008
BUFH_X6N_A9PP84TR_C16,0.013,0.013,0.013
INVP_X1N_A9PP84TSL_C16,0.031,0.031,0.031
NAND2_X6N_A9PP84TSL_C14,0.009,0.01309090909090909,0.018
INV_X12R_A9PP84TR_C16,0.006,0.009,0.011
INV_X5R_A9PP84TL_C14,0.006,0.007,0.008
OAI22_X1F_A9PP84TR_C16,0.008,0.013944444444444445,0.033
INV_X5R_A9PP84TL_C16,0.006,0.010400000000000001,0.016
SDFFXRPQ_X3N_A9PP84TR_C16,0.029,0.05983333333333332,0.079
NOR2_X2TN_A9PP84TSL_C14,0.005,0.0055,0.006
NOR3BB_X2N_A9PP84TSL_C14,0.017,0.02125,0.029
BUFH_X1N_A9PP84TR_C14,0.010,0.01675,0.031
OA21A1OI2_X3N_A9PP84TSL_C14,0.014,0.014,0.014
NOR2_X1N_A9PP84TSL_C14,0.009,0.0118,0.021
BUFH_X1N_A9PP84TR_C16,0.009,0.025361581920903903,0.070
NOR2_X1N_A9PP84TSL_C16,0.007,0.007,0.007
OA21A1OI2_X3N_A9PP84TSL_C16,0.009,0.012888888888888898,0.014
AO21A1AI2_X1N_A9PP84TL_C16,0.023,0.0265,0.030
AOI211_X2N_A9PP84TL_C14,0.019,0.019,0.019
OAI22_X4N_A9PP84TSL_C16,0.011,0.011,0.011
BUFH_X10N_A9PP84TL_C14,0.009,0.009,0.009
